NumberOfReceivedAxiomCountMessages;SumOfReceivedAxiomsEqualsSumOfSentAxiomsEvent;WorkerInitializationTimeMS;TotalSaturationTimeMS;CollectingClosureResultsTimeMS
25;1;70;99;72
