NumberOfReceivedAxiomCountMessages;SumOfReceivedAxiomsEqualsSumOfSentAxiomsEvent;WorkerInitializationTimeMS;TotalSaturationTimeMS;CollectingClosureResultsTimeMS
16;1;738;1744;474
