NumberOfReceivedAxiomCountMessages;SumOfReceivedAxiomsEqualsSumOfSentAxiomsEvent;WorkerInitializationTimeMS;TotalSaturationTimeMS;CollectingClosureResultsTimeMS
203;1;75;173;171
