NumberOfReceivedAxiomCountMessages;SumOfReceivedAxiomsEqualsSumOfSentAxiomsEvent;WorkerInitializationTimeMS;TotalSaturationTimeMS;CollectingClosureResultsTimeMS
4;1;6;27;6
